"PerNo","PerStatus","年資層級A","年齡層級","年資層級B","升遷速度","眷屬量","婚姻狀況","工作資歷5","近一年請假數B","近三月請假數B","sex","近一年請假數A","特殊專案佔比","訓練時數C","任職前工作平均年數","工作分類"
3858,0,5,9,4,5,0,1,0,0,0,1,4,0,1,1,1
3858,0,5,10,4,5,0,1,0,0,0,1,6,0,1,1,1
3859,0,4,8,4,3,1,1,0,0,0,1,8,0,0,0,1
3859,0,5,8,5,4,1,1,0,0,0,1,6,1,2,0,1
3859,0,5,9,5,1,0,1,0,0,0,1,6,2,0,0,1
3860,0,6,11,6,5,1,1,0,0,0,1,3,15,1,1,1
3860,0,6,12,6,5,1,1,0,0,0,1,3,15,1,1,1
3860,0,6,12,6,5,1,1,0,0,0,1,3,15,1,1,1
3860,0,6,12,6,5,1,1,0,0,0,1,3,10,1,1,1
3863,1,7,12,7,4,3,1,0,0,0,0,6,4,1,1,2
3864,0,5,11,5,2,2,1,0,0,0,1,6,5,0,2,1
3864,0,5,11,5,2,2,1,0,0,0,1,6,4,1,2,1
3864,0,6,11,5,2,1,1,0,0,0,1,6,1,1,2,1
3864,0,6,12,5,3,1,1,0,0,0,1,12,2,2,2,1
3866,0,2,3,1,1,0,2,0,0,0,1,6,2,1,0,1
3866,0,2,4,1,2,0,2,0,0,0,1,6,5,1,0,1
3866,0,2,4,2,2,0,2,0,0,0,1,6,1,1,0,1
3866,0,2,4,2,2,0,2,0,0,0,1,6,4,1,0,1
3867,0,7,12,7,5,1,1,0,0,0,1,6,12,2,1,1
3867,0,7,12,7,5,1,1,0,0,0,1,6,2,1,1,1
3867,0,8,12,8,5,1,1,0,0,0,1,6,1,3,1,1
3867,0,8,13,8,5,1,1,0,0,0,1,9,6,1,1,1
3868,1,1,3,1,1,0,2,0,1,1,0,9,1,1,0,1
3869,0,6,10,5,1,1,1,0,0,0,0,6,1,3,1,2
3869,0,6,10,5,1,1,1,0,0,0,0,7,0,2,1,2
3869,0,7,11,5,2,1,1,0,0,0,0,6,0,2,1,2
3869,0,7,11,5,2,1,1,0,0,0,0,9,0,2,1,2
3870,0,4,7,4,4,1,1,0,0,0,1,6,2,1,0,1
3870,0,4,7,4,4,1,1,0,0,0,1,6,1,1,0,1
3870,0,4,7,4,4,2,1,0,0,0,1,5,1,1,0,1
3870,0,5,8,5,5,2,1,0,0,0,1,5,1,1,0,1
3873,0,2,4,2,1,1,2,0,0,0,1,6,1,1,0,1
3873,0,2,5,2,2,1,2,0,0,0,1,6,2,1,0,1
3873,0,2,5,2,2,1,2,0,0,0,1,6,1,3,0,1
3873,0,2,5,2,2,2,2,0,0,0,1,7,1,1,0,1
3876,0,2,4,2,1,1,1,1,0,0,1,6,6,4,0,1
3876,0,2,4,2,2,1,1,1,0,0,1,7,5,4,0,1
3876,0,2,4,2,2,1,1,1,0,0,1,7,3,2,0,1
3876,0,2,5,2,2,2,1,1,0,0,1,7,2,2,0,1
3878,0,5,8,5,1,1,1,0,0,0,1,6,3,7,0,2
3878,0,5,8,5,1,0,1,0,0,0,1,6,1,5,0,2
3878,0,5,9,5,1,0,1,0,0,0,1,6,1,4,0,2
3878,0,5,9,5,2,1,1,0,0,0,1,4,1,3,0,2
3880,0,2,4,1,2,0,2,0,0,0,1,7,2,2,0,1
3880,0,2,4,2,2,0,2,0,0,0,1,7,0,1,0,1
3880,0,2,4,2,3,0,2,0,0,0,1,7,0,1,0,1
3880,0,2,5,2,3,0,2,0,0,0,1,6,1,1,0,1
3881,0,1,2,1,1,0,2,1,0,0,1,7,3,1,0,1
3881,0,1,3,1,2,0,2,1,0,0,1,6,0,1,0,1
3881,0,2,3,2,2,0,2,1,0,0,1,7,1,2,0,1
3881,1,2,3,2,2,0,2,1,0,0,1,9,1,1,0,1
3884,0,5,10,5,5,2,1,0,0,0,1,6,9,2,1,1
3884,0,5,10,5,6,2,1,0,0,0,1,7,9,1,1,1
3884,0,6,10,5,6,2,1,0,0,0,1,4,14,1,1,1
3884,0,6,11,6,6,2,1,0,0,0,1,8,14,2,1,1
3885,0,5,10,5,6,1,1,0,0,0,1,7,0,1,0,1
3885,0,6,10,6,6,1,1,0,0,0,1,7,0,1,0,1
3885,0,6,10,6,7,1,1,0,0,0,1,4,1,1,0,1
3888,0,2,3,1,1,0,2,0,0,0,0,7,1,4,1,1
3888,0,2,4,1,2,1,1,0,0,0,0,8,1,1,1,1
3889,0,2,5,2,3,0,1,0,0,0,0,7,0,1,1,1
3889,0,3,5,2,3,0,1,0,0,0,0,10,0,1,1,1
3889,0,3,5,3,4,0,1,0,0,0,0,8,2,1,1,1
3891,1,3,5,3,2,0,1,1,0,0,1,5,0,2,0,1
3892,0,3,5,3,1,0,1,1,0,0,1,8,0,1,0,1
3892,0,3,6,3,2,0,1,1,0,0,1,5,0,0,0,1
3892,0,3,6,3,2,0,1,1,0,0,1,3,0,0,0,1
3892,1,3,6,3,2,0,1,1,0,0,1,3,0,1,0,1
3893,0,5,9,5,3,3,1,0,0,0,0,7,2,1,1,1
3893,0,6,10,5,3,3,1,0,0,0,0,8,7,1,1,1
3893,0,6,10,5,4,3,1,0,0,0,0,8,5,1,1,1
3893,0,6,10,5,4,2,1,0,0,0,0,9,14,1,1,1
3896,0,4,7,4,3,0,1,1,0,0,1,5,0,5,0,1
3896,0,4,8,4,3,0,1,1,0,0,1,6,0,4,0,1
3896,0,5,8,5,4,0,1,1,0,0,1,6,0,3,0,1
3896,0,5,8,5,4,0,1,1,0,0,1,4,0,5,0,1
3898,0,5,9,2,3,2,1,0,0,0,1,5,0,2,2,1
3898,1,5,9,3,3,2,1,0,0,0,1,6,0,1,2,1
3899,0,3,7,2,1,0,1,0,0,0,1,6,1,1,1,1
3899,0,4,7,2,1,2,1,0,0,0,1,6,2,3,1,1
3902,0,6,10,6,1,2,1,0,0,0,0,6,0,3,1,2
3902,0,6,10,6,1,2,1,0,0,0,0,6,0,3,1,2
3902,0,6,11,6,2,1,1,0,0,0,0,6,1,2,1,2
3902,0,6,11,6,2,1,1,0,0,0,0,6,1,1,1,2
3904,0,2,5,1,1,2,1,0,0,0,1,8,0,1,2,1
3904,0,2,5,1,2,2,1,0,0,0,1,8,2,1,2,1
3905,0,1,4,1,1,0,1,0,0,0,0,8,0,3,1,1
3905,0,1,4,1,1,0,1,0,0,0,0,5,0,0,1,1
3905,0,1,5,1,2,0,1,0,0,0,0,3,0,0,1,1
3905,0,2,5,2,2,1,1,0,0,0,0,11,0,3,1,1
3906,0,3,5,2,2,2,1,0,0,0,0,9,0,1,3,2
3906,0,3,5,2,3,2,1,0,0,0,0,7,0,2,3,2
3906,0,3,6,2,3,3,1,0,0,0,0,9,0,4,3,2
3906,0,4,6,2,3,3,1,0,0,0,0,7,0,2,3,2
3907,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3907,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3908,0,7,12,7,8,1,1,0,0,0,1,4,5,1,1,2
3908,0,7,12,7,8,1,1,0,0,0,1,5,0,1,1,2
3908,0,7,13,7,8,1,1,0,0,0,1,4,1,1,1,2
3912,0,3,7,3,4,1,1,0,0,0,1,6,1,1,1,1
3912,0,3,7,3,5,1,1,0,0,0,1,6,0,1,1,1
3912,0,4,8,3,5,1,1,0,0,0,1,6,0,1,1,1
3912,0,4,8,4,5,1,1,0,0,0,1,6,0,1,1,1
3916,0,3,5,2,1,1,2,0,0,0,0,6,1,3,1,1
3916,0,4,6,2,2,1,2,0,0,0,0,6,0,2,1,1
3916,0,4,6,2,2,1,2,0,0,0,0,6,0,2,1,1
3916,0,4,6,2,2,1,2,0,0,0,0,7,1,1,1,1
3920,1,5,9,5,4,3,1,0,5,0,0,10,0,5,1,2
3921,0,1,4,1,1,0,2,0,1,0,1,8,0,4,0,1
3921,0,1,5,1,2,0,2,0,0,0,1,5,0,5,0,1
3921,0,1,5,1,2,0,2,0,0,0,1,6,0,5,0,1
3922,0,2,7,1,1,0,2,0,0,0,1,7,1,3,2,1
3922,0,2,7,2,1,0,2,0,0,0,1,6,0,3,2,1
3922,0,3,7,2,2,0,2,0,0,0,1,6,1,1,2,1
3922,0,3,8,2,1,0,2,0,0,0,1,6,1,1,2,1
3925,0,2,6,2,3,2,1,1,0,0,1,6,4,1,0,1
3925,0,2,6,2,3,2,1,1,0,0,1,6,2,4,0,1
3925,0,2,7,2,3,2,1,1,0,0,1,6,0,1,0,1
3925,0,2,7,2,3,2,1,1,0,0,1,7,2,3,0,1
3927,0,8,12,7,1,1,1,0,0,0,1,6,1,2,1,1
3927,0,8,12,7,2,1,1,0,0,0,1,3,0,1,1,1
3927,0,8,13,7,2,1,1,0,0,0,1,6,0,3,1,1
3929,1,6,11,6,6,2,1,0,0,0,1,3,0,3,1,1
3930,0,4,7,3,1,1,1,0,0,0,1,6,3,1,1,1
3930,0,4,8,3,1,1,1,0,0,0,1,7,0,1,1,1
3930,0,4,8,3,2,1,1,0,0,0,1,6,1,1,1,1
3930,0,4,8,4,2,1,1,0,0,0,1,6,1,1,1,1
3932,0,3,5,2,1,2,1,0,7,7,1,10,5,2,1,1
3932,0,3,6,2,1,2,1,0,4,5,1,11,3,3,1,1
3932,0,3,6,3,1,2,1,0,5,6,1,11,1,5,1,1
3932,1,3,6,3,2,2,1,0,8,7,1,11,1,2,1,1
3933,0,6,10,6,5,1,1,1,0,0,1,6,15,5,0,1
3933,0,6,10,6,6,0,1,1,0,0,1,6,15,1,0,1
3933,0,6,10,6,6,1,1,1,0,0,1,6,9,2,0,1
3933,0,6,11,6,6,1,1,1,0,0,1,5,15,0,0,1
3935,0,6,11,4,5,1,1,0,0,0,1,6,1,0,2,1
3935,0,7,12,4,1,1,1,0,0,0,1,6,0,1,2,1
3935,0,7,12,4,1,1,1,0,0,0,1,6,0,2,2,1
3935,0,7,12,4,1,1,1,0,0,0,1,4,1,1,2,1
3936,0,3,5,2,3,2,1,0,0,0,0,7,0,1,2,2
3936,0,3,6,2,3,2,1,0,0,0,0,6,0,1,2,2
3936,0,3,6,2,3,2,1,0,0,0,0,6,0,2,2,2
3936,0,4,6,3,4,2,1,0,0,0,0,6,0,2,2,2
3938,1,3,7,2,2,0,1,0,0,0,0,3,1,1,2,1
3939,0,1,5,1,1,1,2,0,1,0,1,9,1,0,0,1
3939,0,1,6,1,1,1,2,0,3,3,1,7,0,0,0,1
3940,0,7,12,7,8,0,1,0,0,0,1,6,0,1,1,1
3940,0,7,12,7,8,0,1,0,0,0,1,6,1,1,1,1
3940,0,8,13,7,8,0,1,0,0,0,1,6,0,1,1,1
3944,0,3,7,2,3,0,1,0,1,2,1,5,0,1,1,1
3948,0,2,4,1,1,0,2,0,0,0,0,6,0,2,1,1
3948,0,2,4,1,2,0,2,0,0,0,0,7,1,3,1,1
3948,0,2,5,1,1,0,2,0,0,0,0,8,0,4,1,1
3950,0,2,5,1,2,0,2,0,0,0,1,6,0,3,0,1
3950,0,2,5,2,1,0,2,0,0,0,1,6,0,2,0,1
3950,0,2,5,2,1,0,2,0,0,0,1,6,1,1,0,1
3950,0,2,6,2,1,0,2,0,0,0,1,6,0,1,0,1
3953,0,2,5,2,2,1,1,0,0,0,1,5,8,2,0,1
3953,0,3,6,3,2,2,1,0,0,0,1,6,5,2,0,1
3953,0,3,6,3,2,2,1,0,0,0,1,6,7,1,0,1
3953,0,3,6,3,2,2,1,0,0,0,1,6,1,1,0,1
3955,0,2,5,1,1,1,1,0,0,0,0,5,0,13,1,1
3955,0,2,6,1,2,1,1,0,0,0,0,6,0,3,1,1
3955,0,2,6,1,2,1,1,0,0,0,0,6,0,3,1,1
3955,0,2,6,2,1,1,1,0,0,0,0,8,1,4,1,1
3956,0,1,4,1,1,0,2,1,0,0,1,6,0,2,1,1
3956,0,2,4,2,1,0,2,1,0,0,1,6,0,4,1,1
3959,0,2,5,1,1,0,1,0,0,0,1,7,2,1,2,1
3960,0,7,12,7,6,1,1,0,0,0,0,7,0,1,0,2
3960,0,7,12,7,6,0,1,0,0,0,0,6,0,1,0,2
3960,0,7,12,7,6,0,1,0,0,0,0,8,0,4,0,2
3960,0,8,13,8,7,0,1,0,0,0,0,8,0,6,0,2
3962,0,3,6,1,1,2,1,0,0,0,0,7,0,1,1,1
3962,0,3,6,1,1,3,1,0,0,0,0,7,0,1,1,1
3962,0,3,6,1,2,2,1,0,0,0,0,9,1,0,1,1
3964,0,7,12,7,6,2,1,0,0,0,1,6,0,1,1,1
3964,0,7,12,7,7,2,1,0,0,0,1,6,0,2,1,1
3964,0,7,13,7,7,2,1,0,0,0,1,6,0,3,1,1
3965,0,6,11,6,7,2,1,1,0,0,1,10,4,2,0,1
3965,0,6,11,6,7,2,1,1,0,0,1,7,3,1,0,1
3965,0,6,12,6,8,2,1,1,0,0,1,8,1,0,0,1
3965,0,7,12,7,8,2,1,1,0,0,1,11,1,1,0,1
3966,0,2,4,2,3,1,1,0,0,0,0,7,1,1,0,1
3966,0,3,5,3,1,1,1,0,0,0,0,6,1,1,0,1
3966,0,3,5,3,1,2,1,0,0,0,0,9,1,3,0,1
3966,0,3,5,3,1,2,1,0,0,0,0,7,1,4,0,1
3967,0,7,12,6,4,1,1,0,0,0,1,6,2,1,1,1
3967,0,7,12,6,5,1,1,0,0,0,1,6,4,1,1,1
3967,0,7,12,7,5,1,1,0,0,0,1,6,2,1,1,1
3967,0,7,13,7,5,1,1,0,0,0,1,3,3,1,1,1
3969,0,4,7,2,3,1,2,0,0,0,0,6,0,1,2,1
3969,0,4,8,2,3,0,2,0,0,0,0,6,0,1,2,1
3969,0,4,8,2,3,0,2,0,0,0,0,6,0,1,2,1
3969,0,4,8,3,4,0,2,0,0,0,0,6,5,1,2,1
3970,1,1,3,1,1,0,1,0,0,0,1,8,0,3,0,1
3973,0,2,6,2,3,2,1,1,0,0,1,8,1,1,0,1
3973,0,2,6,2,1,2,1,1,0,0,1,7,1,2,0,1
3973,0,2,6,2,1,2,1,1,0,0,1,8,1,2,0,1
3973,0,3,7,3,1,2,1,1,0,0,1,7,1,2,0,1
3974,0,2,6,2,1,0,2,1,0,0,1,6,2,3,0,1
3974,0,2,6,2,2,0,2,1,0,0,1,6,0,1,0,1
3974,1,2,6,2,2,0,2,1,0,0,1,6,0,1,0,1
3975,0,4,10,4,3,0,1,0,0,0,1,6,0,1,1,1
3975,0,4,10,4,3,0,1,0,0,0,1,6,1,1,1,1
3975,0,4,11,4,4,1,1,0,0,0,1,6,1,4,1,1
3975,0,5,11,4,4,1,1,0,0,0,1,7,1,4,1,1
3976,0,5,8,5,2,1,2,0,0,0,0,7,0,1,1,2
3976,0,5,8,5,2,1,2,0,0,0,0,8,0,2,1,2
3979,0,5,9,5,3,1,1,0,0,0,0,6,0,1,1,2
3979,0,5,9,5,4,1,1,0,0,0,0,6,0,1,1,2
3979,0,6,9,5,4,1,1,0,0,0,0,6,0,1,1,2
3979,0,6,10,6,4,1,1,0,0,0,0,10,0,1,1,2
3983,0,5,9,3,4,0,2,0,0,0,0,6,0,0,2,1
3983,0,5,9,3,4,0,2,0,0,0,0,6,1,1,2,1
3983,0,5,10,3,5,0,2,0,0,0,0,8,4,1,2,1
3984,0,2,5,2,3,2,1,0,0,0,0,8,1,1,0,1
3984,0,2,5,2,3,2,1,0,0,0,0,6,0,8,0,1
3985,0,8,12,7,6,0,1,0,0,0,1,4,0,0,1,1
3985,0,8,12,8,7,0,1,0,0,0,1,4,0,1,1,1
3985,0,8,13,8,7,0,1,0,0,0,1,5,0,0,1,1
3988,0,3,6,1,2,2,1,0,0,0,0,9,0,1,2,2
3988,0,4,6,2,2,2,1,0,1,1,0,11,0,1,2,2
3988,0,4,7,2,2,2,1,0,0,0,0,8,0,1,2,2
3988,0,4,7,2,3,2,1,0,0,0,0,6,0,1,2,2
3989,0,5,12,1,1,0,1,0,0,0,1,8,0,2,2,1
3990,0,2,5,1,2,1,1,0,0,0,0,7,0,1,1,1
3990,0,3,5,1,2,1,1,0,0,0,0,5,0,1,1,1
3990,0,3,5,2,2,1,1,0,3,3,0,10,0,1,1,1
3990,0,3,6,2,3,1,1,0,0,0,0,9,0,1,1,1
3991,0,3,7,2,3,2,1,0,0,0,0,7,0,2,0,1
3991,0,3,8,3,4,2,1,0,0,0,0,7,0,3,0,1
3991,0,3,8,3,4,2,1,0,0,0,0,8,0,3,0,1
3991,0,3,8,3,4,2,1,0,0,0,0,9,0,3,0,1
3992,0,3,7,3,1,2,1,0,0,0,1,3,2,6,0,1
3992,0,4,7,4,2,2,1,0,0,0,1,6,1,6,0,1
3992,0,4,8,4,2,2,1,0,0,0,1,5,1,1,0,1
3992,0,4,8,4,2,2,1,0,0,0,1,5,0,1,0,1
3993,0,4,8,4,6,2,1,0,0,0,0,6,0,1,1,1
3993,0,5,9,4,1,2,1,0,0,0,0,6,0,1,1,2
3993,0,5,9,5,1,2,1,0,0,0,0,6,1,3,1,2
3993,0,5,9,5,1,2,1,0,0,0,0,4,0,1,1,2
3994,0,1,3,1,1,0,1,0,1,0,0,7,0,0,1,1
3995,0,2,6,2,2,1,1,1,0,0,1,6,0,3,0,1
3995,0,3,6,3,2,2,1,1,0,0,1,6,1,1,0,1
3995,0,3,7,3,2,2,1,1,0,0,1,5,1,1,0,1
3995,0,3,7,3,2,2,1,1,0,0,1,5,1,1,0,1
3997,0,5,10,4,2,2,1,0,0,0,1,6,0,3,1,1
3997,0,5,10,4,2,2,1,0,0,0,1,6,1,1,1,1
3997,0,5,10,4,3,2,1,0,0,0,1,10,0,0,1,1
3997,0,5,11,5,3,2,1,0,6,6,1,11,7,0,1,1
3998,0,3,6,2,2,1,1,0,0,0,1,6,2,1,1,1
3998,0,3,6,3,2,1,1,0,0,0,1,6,2,1,1,1
3998,0,4,7,3,2,0,1,0,0,0,1,5,10,0,1,1
4000,0,1,3,1,1,0,2,0,0,0,1,4,0,1,1,1
4001,0,3,5,3,2,1,1,1,0,0,1,6,1,1,0,1
4001,0,3,6,3,1,1,1,1,0,0,1,6,0,2,0,1
4001,0,3,6,3,1,1,1,1,0,0,1,6,0,4,0,1
4003,0,4,8,1,2,0,2,0,0,0,0,9,0,1,1,1
4003,0,4,8,2,2,0,2,0,0,0,0,8,0,3,1,1
4003,0,5,8,2,2,0,2,0,0,0,0,6,0,2,1,1
4003,0,5,9,2,3,0,2,0,0,0,0,7,2,2,1,1
4004,0,2,5,1,1,1,1,0,0,0,1,6,0,1,1,1
4004,0,2,6,1,1,1,1,0,0,0,1,7,0,2,1,1
4004,0,2,6,1,2,1,1,0,0,0,1,6,0,1,1,1
4004,0,2,6,2,1,1,1,0,0,0,1,7,14,1,1,1
4006,0,4,7,4,4,0,1,0,0,0,1,6,1,1,0,1
4006,0,4,7,4,1,0,1,0,0,0,1,8,1,0,0,1
4006,0,4,8,4,1,1,1,0,0,0,1,9,1,2,0,1
4006,0,5,8,5,1,1,1,0,0,0,1,7,1,1,0,1
4008,0,3,7,2,3,2,1,0,0,0,1,5,0,1,2,1
4008,0,3,7,2,3,2,1,0,0,0,1,6,0,2,2,1
4008,0,3,7,3,1,2,1,0,0,0,1,6,0,1,2,1
4008,0,4,8,3,1,2,1,0,0,0,1,6,0,1,2,1
4009,0,4,10,3,2,2,1,0,5,6,1,10,7,0,1,1
4009,0,5,10,3,2,2,1,0,0,0,1,7,1,6,1,1
4009,0,5,11,3,2,2,1,0,0,0,1,9,0,2,1,1
4009,0,5,11,3,2,2,1,0,0,0,1,10,0,1,1,1
4013,0,5,10,4,4,1,1,0,0,0,1,6,0,1,1,1
4013,0,5,10,4,5,1,1,0,0,0,1,6,0,1,1,1
4013,0,5,10,4,5,1,1,0,0,0,1,4,3,1,1,1
4013,0,5,11,5,5,1,1,0,0,0,1,5,0,1,1,1
4015,0,4,9,4,5,2,1,0,0,0,1,6,4,2,0,1
4015,0,5,9,5,5,2,1,0,0,0,1,6,0,1,0,1
4015,0,5,10,5,6,2,1,0,0,0,1,7,0,2,0,1
4015,0,5,10,5,6,2,1,0,0,0,1,8,0,1,0,1
4017,0,2,5,1,1,0,2,0,0,0,1,7,1,1,1,1
4017,0,2,5,1,1,1,2,0,0,0,1,6,1,1,1,1
4017,0,2,5,1,1,1,2,0,0,0,1,6,5,1,1,1
4017,0,3,6,2,1,1,2,0,0,0,1,7,6,2,1,1
4018,0,2,4,1,2,0,1,0,0,0,1,8,0,1,1,1
4018,0,2,5,1,2,1,1,0,0,0,1,8,0,1,1,1
4018,0,2,5,2,2,0,1,0,0,0,1,8,0,2,1,1
4018,0,3,5,2,3,0,1,0,0,0,1,7,4,2,1,1
4019,0,1,3,1,1,0,2,0,0,0,1,7,0,1,0,1
4020,0,2,4,1,1,0,2,0,0,0,1,6,1,4,2,1
4021,0,1,3,1,1,2,1,0,0,0,0,7,1,6,1,1
4024,0,2,8,1,1,1,1,0,0,0,1,6,1,1,1,1
4025,0,1,5,1,1,0,2,1,0,0,1,5,0,1,0,1
4025,0,1,5,1,2,0,2,1,0,0,1,6,0,2,0,1
4025,0,2,5,2,1,0,2,1,0,0,1,6,0,1,0,1
4025,0,2,6,2,1,0,2,1,0,0,1,7,0,7,0,1
4027,0,6,11,6,2,2,1,0,0,0,1,6,2,2,1,1
4027,0,6,12,6,2,2,1,0,0,0,1,5,3,2,1,1
4027,0,7,12,7,2,2,1,0,0,0,1,10,0,1,1,1
4027,0,7,12,7,3,2,1,0,0,0,1,10,1,1,1,1
4028,0,1,2,1,1,0,2,0,0,0,0,7,1,1,1,1
4028,0,1,3,1,1,0,2,0,0,0,0,7,0,1,1,1
4028,0,2,3,1,2,0,2,0,0,0,0,7,0,1,1,1
4028,0,2,3,2,2,0,2,0,0,0,0,7,1,1,1,1
4029,0,5,8,5,3,2,1,0,0,0,0,6,15,2,1,1
4029,0,5,9,5,3,2,1,0,0,0,0,6,15,1,1,1
4029,0,5,9,5,4,2,1,0,0,0,0,6,8,1,1,1
4029,0,6,9,5,4,2,1,0,0,0,0,6,7,1,1,1
4030,0,4,7,3,2,1,1,0,0,0,0,6,14,1,1,1
4030,0,4,8,3,2,1,1,0,0,0,0,6,14,1,1,1
4030,0,4,8,3,2,1,1,0,0,0,0,7,12,1,1,1
4030,0,5,8,4,2,1,1,0,0,0,0,6,9,1,1,1
4031,0,2,5,1,1,0,2,0,0,0,1,7,3,1,1,1
4032,0,6,10,6,4,1,1,0,0,0,1,8,8,1,0,1
4032,0,6,11,6,5,1,1,0,0,0,1,8,2,1,0,1
4032,0,6,11,6,5,1,1,0,0,0,1,8,1,1,0,1
4032,0,6,11,6,5,1,1,0,0,0,1,5,1,0,0,1
4033,0,6,9,6,5,1,1,0,0,0,0,6,13,1,0,1
4033,0,6,10,6,6,1,1,0,0,0,0,6,15,1,0,1
4033,0,6,10,6,6,1,1,0,0,0,0,6,15,1,0,1
4033,0,7,10,7,6,1,1,0,0,0,0,7,12,2,0,1
4038,1,3,6,1,1,2,1,0,0,0,0,6,1,7,1,2
4040,0,4,6,3,4,0,1,0,0,0,1,6,1,1,1,1
4040,0,4,6,3,1,0,1,0,0,0,1,6,2,2,1,1
4040,0,4,6,4,1,0,1,0,0,0,1,6,2,2,1,1
4040,0,4,7,4,1,2,1,0,0,0,1,4,1,1,1,1
4045,0,4,9,3,4,1,1,0,0,0,1,6,2,1,1,1
4045,0,4,9,3,5,1,1,0,0,0,1,6,0,1,1,1
4045,0,4,9,3,1,1,1,0,0,0,1,6,0,1,1,1
4045,0,4,10,4,1,1,1,0,0,0,1,4,0,1,1,1
4046,1,4,7,2,3,1,1,0,0,0,1,4,0,4,0,1
4050,0,6,11,2,3,0,1,0,0,0,1,10,0,1,1,1
4050,0,6,11,3,4,1,1,0,0,0,1,11,1,1,1,1
4050,0,6,12,3,4,0,1,0,0,0,1,10,1,1,1,1
4050,0,6,12,3,4,1,1,0,0,0,1,11,0,1,1,1
4051,0,6,10,3,2,2,1,0,0,0,1,4,0,1,7,2
4051,0,6,11,3,1,2,1,0,0,0,1,6,1,1,7,2
4051,0,6,11,3,1,2,1,0,0,0,1,3,0,1,7,2
4051,0,6,11,3,1,2,1,0,0,0,1,3,1,1,7,2
4053,0,4,9,4,4,2,1,0,0,0,0,6,0,2,1,1
4053,0,5,9,4,5,2,1,0,0,0,0,7,0,6,1,1
4053,0,5,9,5,5,1,1,0,0,0,0,6,0,3,1,1
4053,0,5,10,5,5,1,1,0,0,0,0,6,0,2,1,1
4055,0,2,6,2,2,1,1,1,0,0,1,6,0,2,0,1
4055,0,2,6,2,3,1,1,1,0,0,1,6,0,2,0,1
4055,0,2,6,2,3,1,1,1,0,0,1,6,0,2,0,1
4055,0,2,7,2,3,1,1,1,0,0,1,8,0,1,0,1
4056,0,3,6,3,2,0,1,1,0,0,1,7,0,0,0,1
4056,0,3,6,3,2,0,1,1,0,0,1,9,0,1,0,1
4056,0,3,6,3,2,0,1,1,0,0,1,7,2,1,0,1
4056,0,4,7,4,2,0,1,1,0,0,1,5,1,1,0,1
4061,0,3,9,3,1,3,1,0,0,0,1,6,1,1,0,1
4061,0,3,9,3,1,3,1,0,0,0,1,6,4,2,0,1
4061,0,4,9,4,2,3,1,0,0,0,1,6,2,1,0,1
4061,1,4,10,4,2,3,1,0,0,0,1,6,2,1,0,1
4065,0,3,7,2,1,2,1,0,0,0,0,6,1,2,1,2
4065,0,4,8,3,1,2,1,0,0,0,0,9,0,3,1,2
4065,0,4,8,3,2,2,1,0,0,0,0,7,0,3,1,2
4067,0,1,4,1,1,1,2,1,0,0,1,6,0,4,0,1
4067,0,1,4,1,1,1,2,1,0,0,1,6,0,2,0,1
4067,0,1,5,1,1,1,2,1,0,0,1,7,0,1,0,1
4072,0,3,7,3,4,2,1,1,0,0,1,6,0,5,0,1
4072,0,3,8,3,4,2,1,1,0,0,1,6,2,1,0,1
4072,0,3,8,3,5,2,1,1,0,0,1,6,1,1,0,1
4072,0,4,8,4,5,2,1,1,0,0,1,7,2,1,0,1
4075,0,2,6,2,1,1,2,0,0,0,1,6,0,1,0,1
4075,0,2,6,2,1,1,2,0,0,0,1,6,0,0,0,1
4075,0,3,7,2,1,1,2,0,0,0,1,6,1,1,0,1
4075,0,3,7,3,2,2,2,0,0,0,1,6,3,1,0,1
4076,0,2,6,2,2,0,1,0,0,0,1,6,12,1,1,1
4076,0,2,6,2,1,0,1,0,0,0,1,6,15,0,1,1
4076,0,2,7,2,1,0,1,0,0,0,1,7,15,1,1,1
4076,0,3,7,2,1,1,1,0,0,0,1,5,15,0,1,1
4078,0,3,6,2,2,2,1,0,0,0,1,5,2,2,2,1
4078,0,3,6,2,2,2,1,0,0,0,1,4,0,1,2,1
4078,0,3,7,2,2,1,1,0,0,0,1,5,1,1,2,1
4078,0,3,7,3,3,1,1,0,0,0,1,5,4,0,2,1
4080,0,2,3,2,2,0,1,0,0,0,0,6,0,1,0,1
4080,0,2,4,2,3,0,1,0,0,0,0,7,0,6,0,1
4080,0,2,4,2,3,0,1,0,0,0,0,6,1,5,0,1
4080,0,2,4,2,3,0,1,0,0,0,0,6,1,4,0,1
4081,0,2,4,2,3,1,2,0,0,0,0,6,2,2,1,1
4081,0,3,5,2,3,1,2,0,0,0,0,6,0,1,1,1
4081,0,3,5,2,3,1,2,0,0,0,0,6,0,2,1,1
4081,0,3,5,3,4,1,2,0,0,0,0,6,0,2,1,1
4084,0,2,5,2,1,0,2,1,0,0,1,7,1,7,0,1
4084,0,2,5,2,1,0,2,1,0,0,1,10,1,4,0,1
4084,0,3,5,3,1,0,2,1,0,0,1,10,1,2,0,1
4084,0,3,6,3,2,0,2,1,8,8,1,11,1,1,0,1
4085,1,2,4,1,1,0,2,0,0,0,1,5,9,1,2,1
